snr_db,mse,psnr_db,ssim,lpips,sample_count
-10.0,0.012881325899312894,19.08241842053447,0.43066127367803736,0.5640938113133113,30
-5.0,0.007778427858526508,21.300405277191903,0.5398675432949577,0.5109583149353664,30
0.0,0.006105644752581915,22.459474748666775,0.6067789511159422,0.46963686247666675,30
5.0,0.005526436314297219,22.955496323092742,0.6382362352424747,0.4605456372102102,30
10.0,0.0053275426539282,23.15038443848764,0.6506965359874175,0.4548233022292455,30
