snr_db,mse,psnr_db,ssim,lpips,sample_count
-10.0,0.022432855241466314,16.917625937821853,0.44180542870031914,0.17241884915158154,1000
-5.0,0.012983682421734557,19.308038273187968,0.5840867141595575,0.13517972280457616,1000
0.0,0.007812617719057016,21.519934894005,0.7091716157211182,0.10999316496588289,1000
5.0,0.005381031491211615,23.170303052775814,0.7870456249336198,0.0996526507679373,1000
10.0,0.004433817036857363,24.060337645846744,0.8237907501643855,0.09705384133942425,1000
